,Host Response Rate,Host Acceptance Rate,Host Listings Count,Bathrooms,Bedrooms,Beds,Price,Number of Reviews,Geolocation
1291,100.0,100%,1,1.5,1.0,2.0,79.0,29,"42.28451220982457, -71.1362580468337"
1292,100.0,89%,2,1.0,1.0,1.0,57.0,17,"42.281941832424685, -71.13337190191741"
1293,100.0,63%,1,1.0,3.0,5.0,150.0,21,"42.27838291101699, -71.12878009724983"
1294,100.0,92%,2,1.5,1.0,1.0,95.0,40,"42.290903928902345, -71.13023771355206"
1295,100.0,100%,1,1.0,1.0,1.0,110.0,7,"42.31690480739987, -71.10519470648515"
1296,100.0,25%,2,1.5,1.0,1.0,69.0,0,"42.315907278454304, -71.11327327945847"
1297,100.0,100%,1,1.0,2.0,2.0,150.0,2,"42.31357233912847, -71.1138193264009"
1298,100.0,100%,1,1.0,1.0,1.0,87.0,6,"42.31169373635401, -71.10116460144604"
1299,100.0,100%,1,1.0,1.0,1.0,50.0,9,"42.30337106614937, -71.11500731218838"
1300,100.0,96%,2,1.0,1.0,1.0,75.0,34,"42.30640988856899, -71.11151038708401"
1301,100.0,100%,1,1.0,1.0,1.0,88.0,0,"42.31772906096269, -71.10019198504713"
1302,100.0,100%,1,1.0,3.0,4.0,290.0,8,"42.30826236397657, -71.11065976620097"
1303,100.0,100%,3,1.5,1.0,1.0,80.0,1,"42.31795476761437, -71.10020425725071"
1304,100.0,100%,1,1.0,1.0,1.0,50.0,2,"42.29244337732441, -71.11790285740781"
1305,75.0,67%,1,2.0,1.0,1.0,225.0,2,"42.31121241933621, -71.11191178759881"
1306,100.0,77%,4,1.0,1.0,1.0,179.0,15,"42.3106308513631, -71.1118435456616"
1307,100.0,100%,3,1.0,1.0,1.0,70.0,72,"42.33393473005611, -71.1031350097219"
1308,98.0,55%,749,1.0,1.0,1.0,169.0,0,"42.33515913715047, -71.10032459813883"
1310,100.0,100%,1,1.0,1.0,1.0,100.0,2,"42.33074321780027, -71.10302204744768"
1311,100.0,100%,4,1.0,1.0,1.0,80.0,9,"42.3281337620718, -71.10714859372881"
1313,100.0,50%,3,1.0,0.0,1.0,120.0,6,"42.34258199617985, -71.07650344409146"
1314,50.0,50%,2,2.0,2.0,2.0,266.0,1,"42.336357255160316, -71.07444244408435"
1315,77.0,33%,16,1.0,0.0,1.0,129.0,5,"42.34385225246119, -71.07925307675536"
1316,100.0,98%,5,1.5,3.0,3.0,299.0,1,"42.337502078448814, -71.0765379794084"
1317,100.0,100%,1,1.0,1.0,1.0,300.0,0,"42.34482585933533, -71.0768746326226"
1318,100.0,97%,4,1.0,0.0,1.0,150.0,5,"42.34402060645204, -71.0742996276532"
1320,100.0,87%,12,1.0,1.0,1.0,199.0,30,"42.34312857447157, -71.08114078745442"
1321,100.0,86%,1,1.0,1.0,1.0,139.0,49,"42.341630055485524, -71.07388633098988"
1322,100.0,100%,1,1.0,0.0,1.0,165.0,3,"42.34661693742443, -71.07387660058951"
1323,71.0,69%,1,1.0,1.0,1.0,140.0,24,"42.341987082330284, -71.07970168974757"
1327,99.0,81%,30,1.0,0.0,2.0,275.0,0,"42.35042731259441, -71.08662782304664"
1328,92.0,83%,2,1.5,1.0,1.0,105.0,20,"42.348771760924855, -71.08423396297167"
1329,90.0,100%,1,1.0,1.0,1.0,190.0,4,"42.34845343360475, -71.08747775500325"
1331,91.0,94%,11,1.0,2.0,2.0,299.0,10,"42.34735051054248, -71.07924229599945"
1332,100.0,100%,1,1.0,1.0,2.0,299.0,17,"42.34994795093453, -71.08225904871169"
1334,70.0,93%,7,1.0,0.0,1.0,130.0,4,"42.35291931229008, -71.07898548030663"
1335,100.0,99%,20,1.0,2.0,2.0,99.0,74,"42.38016341693651, -71.03585165649712"
1336,100.0,25%,1,1.0,1.0,1.0,50.0,9,"42.36661578887667, -71.03721079387468"
1337,100.0,100%,2,1.0,1.0,3.0,115.0,8,"42.379418904421, -71.02152947940547"
1338,96.0,99%,14,1.0,1.0,1.0,55.0,0,"42.384107634700925, -71.07805422051075"
1340,98.0,55%,749,2.0,2.0,2.0,199.0,0,"42.36479585053193, -71.07010306472651"
1341,98.0,55%,749,2.0,2.0,2.0,199.0,0,"42.36329130750653, -71.06710681709838"
1342,100.0,100%,1,1.0,2.0,2.0,128.0,2,"42.36038187728937, -71.06780657681584"
1343,100.0,94%,7,1.0,1.0,1.0,169.0,0,"42.35836713965818, -71.06982921255648"
1344,100.0,33%,1,1.0,1.0,1.0,225.0,6,"42.35840072260606, -71.07021793673707"
1345,100.0,100%,1,1.0,0.0,1.0,200.0,39,"42.36033210319927, -71.0679207505733"
1346,70.0,77%,2,1.0,1.0,1.0,130.0,23,"42.35789243298354, -71.06962757453424"
1347,99.0,81%,30,1.0,2.0,3.0,250.0,4,"42.3585165018323, -71.07071040050093"
1348,100.0,67%,4,2.0,2.0,2.0,375.0,5,"42.36103656084207, -71.06384931204448"
1349,100.0,91%,52,1.0,0.0,1.0,150.0,0,"42.35935953022384, -71.06439164979807"
1350,100.0,52%,1,1.0,1.0,1.0,195.0,29,"42.35883567151674, -71.06800152477904"
1351,99.0,81%,30,1.0,2.0,3.0,250.0,3,"42.35975960262915, -71.06759512596133"
1352,100.0,88%,1,1.0,1.0,1.0,65.0,41,"42.2924378866568, -71.13576525374667"
1353,100.0,100%,2,1.0,2.0,2.0,229.0,33,"42.28882028358453, -71.13951010210121"
1354,70.0,85%,2,1.0,1.0,1.0,120.0,58,"42.31632875548343, -71.09909641577438"
1355,100.0,58%,1,1.0,2.0,2.0,200.0,10,"42.30398160452899, -71.11848461147697"
1356,100.0,93%,2,2.0,4.0,4.0,399.0,18,"42.318072566888496, -71.11267005505267"
1357,100.0,100%,1,2.0,2.0,2.0,185.0,4,"42.31395140584357, -71.11600891554467"
1358,100.0,96%,1,1.0,1.0,1.0,90.0,192,"42.30026388087917, -71.11180739447572"
1359,50.0,56%,1,2.0,1.0,1.0,70.0,10,"42.32267197982334, -71.10078611527362"
1360,100.0,100%,1,1.0,1.0,1.0,75.0,131,"42.31567994817808, -71.11520100639541"
1361,100.0,78%,1,1.0,1.0,1.0,95.0,25,"42.315904009331135, -71.11404802615597"
1363,100.0,98%,2,1.0,1.0,2.0,135.0,68,"42.28825811306717, -71.11306691796358"
1364,100.0,100%,1,1.0,1.0,1.0,80.0,1,"42.29366807552507, -71.1178941365324"
1365,100.0,100%,2,1.0,1.0,1.0,48.0,12,"42.29856686925674, -71.11239521627074"
1366,100.0,100%,1,1.0,1.0,1.0,64.0,21,"42.31378359100291, -71.11505147881796"
1368,100.0,80%,1,1.0,1.0,1.0,72.0,4,"42.328265478773005, -71.1031099875802"
1369,98.0,55%,749,1.0,1.0,1.0,169.0,1,"42.333884142528916, -71.10040464747296"
1370,94.0,91%,5,1.0,2.0,2.0,150.0,10,"42.32935031808286, -71.1038940465677"
1371,81.0,67%,7,1.0,1.0,1.0,165.0,38,"42.34925132694995, -71.06899058119524"
1372,60.0,86%,1,1.0,1.0,1.0,170.0,0,"42.350016660126784, -71.06773808344789"
1373,100.0,75%,2,1.0,2.0,3.0,390.0,30,"42.35132194985031, -71.05765499381603"
1374,98.0,55%,749,1.0,1.0,1.0,219.0,2,"42.35114556123238, -71.05989021711312"
1375,100.0,63%,1,1.0,1.0,1.0,100.0,5,"42.352234683556446, -71.06228897696731"
1376,96.0,68%,313,2.0,2.0,3.0,289.0,0,"42.3504252777942, -71.05969261367373"
1377,98.0,55%,749,1.0,1.0,1.0,169.0,1,"42.35125461850827, -71.06124547812514"
1378,100.0,100%,2,1.0,1.0,3.0,120.0,19,"42.366660144819434, -71.05209407170254"
1379,100.0,56%,1,1.0,1.0,1.0,149.0,3,"42.367280349196605, -71.0551296115384"
1381,100.0,94%,2,1.0,1.0,1.0,120.0,27,"42.365913249764176, -71.0543166266631"
1382,100.0,100%,1,1.0,1.0,1.0,180.0,6,"42.36312955912913, -71.05315937078814"
1383,93.0,50%,2,1.0,1.0,1.0,60.0,3,"42.36785466743227, -71.05556521586199"
1384,100.0,67%,2,1.0,0.0,2.0,165.0,22,"42.36686168330336, -71.05786187744198"
1385,100.0,98%,6,1.0,1.0,1.0,65.0,18,"42.335398292513936, -71.08259403248233"
1386,95.0,56%,5,1.0,1.0,1.0,75.0,0,"42.32535454842778, -71.08133426855407"
1387,100.0,100%,6,1.0,1.0,1.0,92.0,78,"42.32821307914363, -71.09265011625848"
1388,100.0,97%,3,1.0,1.0,1.0,90.0,31,"42.32945376089083, -71.09308986191863"
1389,100.0,96%,5,1.0,1.0,1.0,125.0,96,"42.34623303748305, -71.07363869991637"
1390,100.0,100%,4,2.0,2.0,3.0,234.0,57,"42.34443021942535, -71.06251624726225"
1391,100.0,97%,4,1.0,0.0,1.0,145.0,5,"42.34445532804108, -71.07411174414845"
1392,100.0,100%,2,1.0,2.0,2.0,265.0,42,"42.337137224003314, -71.07672504507882"
1393,100.0,61%,3,1.0,1.0,1.0,202.0,0,"42.35239351739327, -71.06511221070407"
1394,94.0,84%,18,1.0,1.0,1.0,152.0,76,"42.35257068706528, -71.06360430716282"
1395,100.0,100%,1,1.0,2.0,2.0,250.0,11,"42.36431611458808, -71.06107518741497"
1396,97.0,95%,4,1.0,0.0,2.0,107.0,78,"42.36109379373899, -71.06244079490797"
1397,100.0,95%,4,1.0,2.0,2.0,310.0,87,"42.35715190031668, -71.05953739408531"
1398,96.0,68%,313,1.0,1.0,2.0,228.0,1,"42.3441748042941, -71.09847907805019"
1399,100.0,100%,1,1.0,1.0,2.0,298.0,2,"42.34980103768958, -71.09535022756496"
1400,100.0,88%,1,1.0,1.0,1.0,60.0,6,"42.34128360140666, -71.08567288767645"
1402,98.0,55%,749,2.0,2.0,2.0,319.0,0,"42.34488256371823, -71.1013972866695"
1403,98.0,55%,749,2.0,2.0,2.0,319.0,1,"42.34457204336622, -71.09980814904063"
1404,100.0,82%,1,1.0,1.0,2.0,225.0,23,"42.34281217411163, -71.09774778942771"
1405,90.0,100%,1,1.0,1.0,2.0,90.0,5,"42.343564359344604, -71.086233441572"
1406,98.0,55%,749,1.0,1.0,1.0,349.0,0,"42.344927280611884, -71.09931152792825"
1407,98.0,55%,749,1.0,1.0,1.0,189.0,0,"42.34479678229015, -71.10174879415875"
1408,98.0,55%,749,1.0,1.0,1.0,349.0,0,"42.34377187732301, -71.10078307596594"
1410,100.0,100%,6,1.0,1.0,1.0,300.0,2,"42.346784698665424, -71.08951117990317"
1411,100.0,80%,1,1.0,1.0,1.0,87.0,3,"42.34211255209776, -71.09540606751993"
1413,96.0,68%,313,1.5,2.0,3.0,363.0,14,"42.346493309225245, -71.07962505197084"
1416,100.0,100%,2,1.0,1.0,1.0,80.0,22,"42.38013873786339, -71.03476477633586"
1417,100.0,94%,7,2.0,1.0,1.0,60.0,37,"42.3689335395747, -71.03871041824999"
1418,100.0,100%,20,2.5,1.0,2.0,68.0,42,"42.384529069178186, -71.00443700256666"
1419,100.0,100%,18,1.0,1.0,1.0,99.0,15,"42.36947992644604, -71.03625960701709"
1420,100.0,100%,3,1.0,2.0,2.0,320.0,17,"42.37932676415325, -71.03376093729794"
1421,100.0,100%,1,1.5,1.0,1.0,85.0,21,"42.37712966466541, -71.0367331689478"
1422,83.0,100%,1,1.0,1.0,1.0,100.0,11,"42.36472850605321, -71.03214033099871"
1423,100.0,100%,1,1.0,1.0,1.0,200.0,0,"42.374065378925735, -71.06015514787724"
1424,100.0,100%,1,2.0,2.0,2.0,350.0,0,"42.3799973196388, -71.06569762923866"
1425,96.0,68%,313,2.0,2.0,3.0,289.0,1,"42.36390010325937, -71.06997018049121"
1426,100.0,91%,52,1.0,0.0,1.0,155.0,7,"42.360836397268315, -71.06412894008766"
1427,100.0,100%,1,1.0,1.0,2.0,250.0,30,"42.35756837956525, -71.06366054660596"
1428,100.0,91%,1,1.0,1.0,1.0,238.0,66,"42.357799319458906, -71.06303531486179"
1429,100.0,72%,1,1.0,1.0,1.0,275.0,8,"42.36093936175189, -71.06379530400591"
1430,100.0,93%,12,1.0,1.0,1.0,130.0,2,"42.35924865856049, -71.06555836973573"
1432,100.0,95%,13,2.0,1.0,1.0,66.0,80,"42.35524224515002, -71.13547457156938"
1433,100.0,100%,1,1.5,1.0,1.0,58.0,33,"42.358245168376506, -71.15306801322231"
1434,90.0,100%,1,1.0,1.0,1.0,110.0,9,"42.33758198746629, -71.15029962022373"
1435,100.0,100%,1,1.0,1.0,1.0,110.0,120,"42.352572976732944, -71.15056520109587"
1436,100.0,100%,1,1.0,1.0,1.0,90.0,9,"42.36056204055049, -71.13901362374517"
1437,100.0,92%,1,1.0,1.0,1.0,48.0,7,"42.26569048905796, -71.15989518596996"
1438,100.0,99%,5,3.5,1.0,2.0,65.0,11,"42.27426066859584, -71.16704388685727"
1439,100.0,100%,1,1.0,1.0,1.0,105.0,0,"42.26288685137828, -71.1207264475261"
1440,100.0,33%,2,1.5,3.0,3.0,170.0,5,"42.25933936767198, -71.11780848903986"
1441,100.0,92%,2,1.0,1.0,1.0,75.0,9,"42.25161821124504, -71.11464542908952"
1442,89.0,100%,3,1.5,1.0,2.0,65.0,9,"42.27513774634284, -71.07739961831643"
1443,100.0,100%,2,1.5,1.0,1.0,51.0,7,"42.281245029708735, -71.08604188300467"
1445,99.0,100%,2,1.0,1.0,1.0,69.0,158,"42.31196149792243, -71.0544277801627"
1446,100.0,100%,3,1.0,1.0,1.0,76.0,14,"42.299853423601974, -71.06773596473707"
1447,92.0,69%,3,1.0,2.0,2.0,150.0,1,"42.285152328679075, -71.06995755877082"
1448,100.0,95%,3,1.0,1.0,1.0,40.0,21,"42.28603662995216, -71.08942825628974"
1449,100.0,96%,4,2.5,1.0,1.0,70.0,59,"42.3148951937513, -71.06119371442747"
1451,100.0,100%,1,1.0,1.0,1.0,60.0,7,"42.3205904956033, -71.04375557556561"
1452,80.0,100%,4,1.0,1.0,1.0,70.0,13,"42.318686522110724, -71.05484340601839"
1455,92.0,100%,4,1.0,1.0,1.0,75.0,0,"42.33107925948273, -71.05695659427147"
1457,98.0,68%,24,1.0,1.0,1.0,220.0,13,"42.34316182672657, -71.05568054611194"
1459,100.0,76%,4,2.0,2.0,2.0,250.0,84,"42.34179199646733, -71.05273625857795"
1460,100.0,100%,1,1.0,1.0,1.0,140.0,1,"42.3379167606542, -71.027013243917"
1461,100.0,100%,6,2.0,2.0,3.0,330.0,9,"42.33017748493645, -71.05234811016862"
1462,100.0,100%,1,1.0,1.0,1.0,85.0,38,"42.35572890643184, -71.13072244801792"
1463,100.0,67%,1,1.0,1.0,1.0,60.0,2,"42.35219161933941, -71.12261440974366"
1464,100.0,100%,8,2.0,1.0,1.0,75.0,21,"42.35720642905652, -71.12871660744072"
1465,100.0,100%,1,1.0,1.0,1.0,295.0,31,"42.35283178161134, -71.13295586895973"
1466,70.0,89%,1,1.0,1.0,1.0,72.0,13,"42.348695371335864, -71.13325088022417"
1467,100.0,33%,6,1.5,1.0,1.0,50.0,0,"42.3567553096765, -71.1374574282226"
1468,71.0,98%,363,2.0,2.0,2.0,199.0,0,"42.362750082466015, -71.1297622550589"
1469,100.0,70%,1,1.0,1.0,2.0,200.0,3,"42.34433316579844, -71.07106172025057"
1470,100.0,100%,1,1.0,1.0,1.0,200.0,38,"42.3436420563734, -71.0709686179088"
1471,90.0,100%,1,1.0,1.0,1.0,175.0,0,"42.33986228780994, -71.07766733289968"
1472,96.0,68%,313,1.5,2.0,3.0,363.0,15,"42.34676221859077, -71.07995065578532"
1473,100.0,74%,1,1.0,1.0,1.0,165.0,12,"42.343185344581606, -71.08269224904575"
1474,100.0,36%,307,2.0,2.0,3.0,298.0,16,"42.34612044073809, -71.07858822109148"
1475,97.0,81%,21,1.0,2.0,2.0,297.0,3,"42.34676465164885, -71.07835282398432"
1476,100.0,86%,1,1.0,1.0,1.0,120.0,42,"42.34501591990805, -71.0803023798202"
1477,100.0,100%,1,1.0,1.0,1.0,175.0,0,"42.34327094946141, -71.08371100915447"
1478,100.0,69%,122,1.0,1.0,1.0,232.0,1,"42.34650345900489, -71.07834995027376"
1479,100.0,67%,1,1.0,1.0,1.0,50.0,0,"42.34397625597894, -71.08288061414346"
1480,90.0,85%,1,1.0,1.0,1.0,185.0,1,"42.34475144266803, -71.08586355825072"
1481,100.0,50%,1,1.0,1.0,1.0,325.0,2,"42.35448687741874, -71.07537396287039"
1482,100.0,88%,3,1.5,1.0,1.0,350.0,2,"42.351681340931684, -71.08706448356696"
1483,98.0,55%,749,2.0,2.0,2.0,319.0,5,"42.34507409996456, -71.08048462854535"
1484,100.0,36%,307,2.0,2.0,2.0,119.0,0,"42.34491407344669, -71.07988699742862"
1485,77.0,33%,16,1.0,1.0,1.0,299.0,0,"42.34970659815711, -71.08462439884744"
1486,100.0,100%,2,1.0,2.0,2.0,93.0,1,"42.29172341146307, -71.13155602161845"
1488,100.0,100%,1,1.0,1.0,1.0,90.0,43,"42.29151999170097, -71.13185776978565"
1489,100.0,100%,1,1.0,1.0,1.0,115.0,0,"42.289603216466745, -71.13336748771152"
1490,77.0,89%,2,1.0,2.0,2.0,145.0,26,"42.282905456272054, -71.13267673899496"
1491,100.0,56%,4,2.0,1.0,1.0,120.0,17,"42.31421511820313, -71.10940661048757"
1492,100.0,100%,1,2.0,2.0,2.0,195.0,24,"42.31923482819862, -71.10501593588093"
1493,0.0,100%,1,3.0,3.0,6.0,450.0,2,"42.30983484647106, -71.11457927159456"
1494,100.0,96%,2,1.0,1.0,1.0,85.0,91,"42.306811532274814, -71.11052442247082"
1495,100.0,50%,2,1.0,1.0,1.0,49.0,0,"42.32489117729767, -71.11344012878439"
1496,100.0,100%,5,1.0,1.0,1.0,69.0,11,"42.309502299330454, -71.11675448454866"
1497,100.0,100%,1,2.0,1.0,1.0,95.0,1,"42.3219193625954, -71.1104717880297"
1498,100.0,100%,5,1.0,1.0,1.0,85.0,119,"42.308851900338496, -71.11643175971686"
1499,70.0,77%,2,2.0,2.0,2.0,300.0,10,"42.3589724187129, -71.06944362375978"
1500,77.0,33%,16,1.0,1.0,1.0,199.0,3,"42.35909772938312, -71.07124754184737"
1501,100.0,95%,2,1.0,0.0,1.0,220.0,8,"42.35175907694844, -71.06320945486446"
1502,100.0,36%,307,2.0,2.0,3.0,153.0,7,"42.36436488962655, -71.06348724765368"
1503,100.0,98%,3,1.5,1.0,2.0,80.0,5,"42.35077427847086, -71.06409216289238"
1504,100.0,67%,4,1.0,1.0,1.0,85.0,37,"42.34275720922771, -71.09012122502669"
1506,98.0,55%,749,2.0,2.0,2.0,199.0,0,"42.34372880865884, -71.09900791813267"
1507,98.0,55%,749,2.0,2.0,2.0,199.0,1,"42.34340509937287, -71.09846945432243"
1508,98.0,55%,749,2.0,1.0,2.0,319.0,0,"42.34454294059518, -71.09930837828418"
1509,98.0,55%,749,1.0,1.0,1.0,169.0,0,"42.34469619798434, -71.10114763507124"
1510,98.0,55%,749,2.0,2.0,2.0,319.0,2,"42.34330543250397, -71.10148920547795"
1511,100.0,100%,1,1.0,1.0,1.0,85.0,0,"42.34205904616325, -71.14395770430008"
1512,73.0,91%,10,1.0,3.0,3.0,164.0,12,"42.32328478333982, -71.05985844715369"
1513,83.0,0%,1,1.0,1.0,1.0,58.0,1,"42.30805304392168, -71.04966350518264"
1514,100.0,100%,1,1.0,1.0,1.0,29.0,1,"42.320093148834445, -71.04357167447675"
1515,100.0,82%,3,1.0,1.0,1.0,170.0,1,"42.34787963606974, -71.04965606695977"
1516,100.0,100%,2,1.0,1.0,1.0,95.0,32,"42.33093408705157, -71.05548827562198"
1517,80.0,82%,1,1.5,1.0,1.0,130.0,8,"42.33887931143166, -71.04715368443095"
1519,100.0,95%,8,2.0,1.0,1.0,195.0,0,"42.337970839474416, -71.03885479780695"
1520,93.0,69%,1,1.0,2.0,1.0,159.0,3,"42.331424294876975, -71.03473526337976"
1521,100.0,100%,2,1.0,1.0,1.0,150.0,77,"42.330624720313466, -71.05557966912491"
1522,98.0,68%,24,5.0,1.0,1.0,95.0,2,"42.33661676750966, -71.04541966631727"
1523,98.0,66%,22,6.0,1.0,1.0,144.0,1,"42.34331686142798, -71.05738385459671"
1524,100.0,100%,1,1.0,1.0,2.0,175.0,23,"42.33775519216514, -71.047436675075"
1526,100.0,100%,1,1.0,1.0,1.0,50.0,5,"42.35065647108612, -71.13997201251834"
1527,33.0,100%,1,1.0,1.0,1.0,77.0,2,"42.353152017722216, -71.12966786325394"
1528,100.0,86%,1,1.0,1.0,1.0,90.0,74,"42.352945787708016, -71.12187297544675"
1529,100.0,93%,1,1.0,1.0,2.0,105.0,9,"42.34854040085067, -71.13754548589758"
1530,95.0,76%,2,1.0,1.0,2.0,125.0,3,"42.34954020442542, -71.1311172738734"
1532,100.0,92%,1,1.0,1.0,2.0,175.0,6,"42.338515129250105, -71.1524077339656"
1533,100.0,100%,4,3.0,1.0,1.0,38.0,5,"42.3414054603102, -71.14994272534629"
1534,100.0,99%,7,1.0,3.0,7.0,500.0,2,"42.34612242176923, -71.1518798956065"
1535,100.0,100%,1,1.0,1.0,3.0,112.0,87,"42.34741609690839, -71.16731949128882"
1536,94.0,100%,1,1.0,2.0,2.0,200.0,22,"42.34112889897258, -71.14256187191943"
1537,100.0,95%,3,1.0,1.0,2.0,100.0,10,"42.27700841791601, -71.14533107240823"
1538,100.0,94%,22,1.0,1.0,1.0,35.0,5,"42.304204069173466, -71.07118364695889"
1539,100.0,100%,7,1.0,1.0,2.0,83.0,231,"42.30810533901741, -71.04619636107569"
1540,67.0,100%,2,1.0,1.0,1.0,60.0,1,"42.29663316675836, -71.05787553100676"
1541,100.0,100%,3,1.0,1.0,1.0,60.0,30,"42.322392628730235, -71.05943009262447"
1542,100.0,100%,7,1.0,1.0,1.0,76.0,194,"42.30838011648686, -71.04694266593916"
1543,100.0,100%,3,1.0,1.0,1.0,50.0,45,"42.32293006282135, -71.05777994866747"
1544,100.0,97%,2,1.0,1.0,1.0,45.0,110,"42.31751337374316, -71.05386353873249"
1545,100.0,100%,4,1.0,1.0,1.0,60.0,0,"42.319485742514864, -71.058498386918"
1546,100.0,95%,3,1.0,1.0,1.0,45.0,13,"42.28664049124868, -71.08803894674585"
1547,100.0,67%,14,1.5,1.0,1.0,58.0,3,"42.354886812034906, -71.13865334297633"
1548,100.0,100%,1,1.0,1.0,1.0,80.0,2,"42.387643515627815, -71.07964873098422"
1549,96.0,68%,313,1.5,2.0,3.0,363.0,22,"42.346482743286344, -71.07967502184705"
1550,67.0,100%,1,1.0,1.0,1.0,85.0,38,"42.3681049176243, -71.03626170131075"
1551,100.0,94%,7,2.0,1.0,1.0,60.0,27,"42.36731306063387, -71.03878924844201"
1554,100.0,91%,2,1.0,1.0,1.0,175.0,105,"42.378078688488884, -71.06343261367424"
1556,100.0,100%,1,1.0,1.0,1.0,150.0,7,"42.38329856541702, -71.06858152300224"
1557,100.0,69%,7,1.5,1.0,1.0,39.0,1,"42.38214291888439, -71.08064408416543"
1558,98.0,55%,749,2.0,2.0,2.0,199.0,0,"42.3648189588525, -71.06907671576315"
1561,96.0,68%,313,2.0,2.0,3.0,269.0,4,"42.36511606061526, -71.06926304774595"
1562,90.0,100%,1,1.0,0.0,1.0,165.0,37,"42.3567161004591, -71.07147169563085"
1563,100.0,0%,4,1.0,1.0,1.0,100.0,31,"42.3608016479687, -71.06450367804659"
1565,100.0,100%,1,1.0,1.0,2.0,375.0,5,"42.35679757861307, -71.07309058872016"
1566,100.0,80%,1,1.0,1.0,1.0,199.0,13,"42.35984258695376, -71.06903669731649"
1567,100.0,100%,1,0.0,1.0,1.0,110.0,17,"42.359165655241554, -71.06785397146307"
1568,100.0,100%,3,1.0,1.0,1.0,40.0,3,"42.33296597781526, -71.11066826717925"
1569,89.0,83%,1,1.0,1.0,1.0,100.0,7,"42.33068877228484, -71.09877610730857"
1570,98.0,55%,749,1.0,1.0,1.0,169.0,0,"42.352322163969674, -71.06202555420086"
1571,98.0,55%,749,1.0,1.0,1.0,169.0,1,"42.3520684901623, -71.06194463372994"
1572,100.0,100%,1,1.0,1.0,1.0,171.0,0,"42.36863498806691, -71.05699527150583"
1573,99.0,81%,30,1.0,2.0,2.0,260.0,0,"42.36592932232204, -71.05660255147694"
1574,100.0,100%,13,1.0,1.0,1.0,125.0,244,"42.36639330636225, -71.05536891439704"
1575,100.0,96%,2,1.0,2.0,2.0,310.0,22,"42.36523984386283, -71.05213404975486"
1576,100.0,100%,1,1.0,2.0,2.0,250.0,0,"42.363365249484055, -71.05482187868908"
1578,100.0,100%,1,1.0,1.0,1.0,175.0,73,"42.36429253019143, -71.05452105334297"
1579,100.0,100%,11,1.0,1.0,1.0,99.0,49,"42.36484711642732, -71.05233441465951"
1580,100.0,100%,11,1.0,2.0,3.0,139.0,47,"42.36381157911924, -71.05342285282114"
1581,100.0,100%,2,1.5,1.0,1.0,41.0,6,"42.325997054557135, -71.07877370147436"
1583,100.0,89%,1,1.0,1.0,1.0,52.0,3,"42.33891848761287, -71.08396839257223"
1584,100.0,97%,3,1.0,1.0,1.0,90.0,38,"42.32974333158483, -71.0918543085758"
1585,100.0,100%,6,1.0,1.0,1.0,65.0,58,"42.32554504728925, -71.08577829257105"
1586,100.0,100%,4,1.0,1.0,2.0,154.0,51,"42.34425636322788, -71.06330675289584"
1587,100.0,91%,52,1.0,0.0,1.0,137.0,0,"42.343230621089084, -71.07748715400449"
1588,100.0,50%,3,1.0,0.0,1.0,110.0,4,"42.33981502500543, -71.07770093493704"
1589,100.0,91%,52,1.0,0.0,1.0,147.0,0,"42.345567911049734, -71.07735542129099"
1590,100.0,89%,1,1.0,1.0,1.0,145.0,34,"42.338434491106874, -71.07684758696394"
1591,100.0,23%,1,1.0,1.0,1.0,189.0,15,"42.340986953401995, -71.07972834630348"
1592,71.0,98%,363,1.0,0.0,0.0,199.0,21,"42.34892383089698, -71.08127251577542"
1593,100.0,91%,37,1.0,1.0,2.0,225.0,1,"42.351503651029184, -71.0871041513763"
1594,100.0,89%,2,1.0,1.0,1.0,150.0,13,"42.35366906848241, -71.07410717557798"
1595,99.0,81%,30,1.0,1.0,3.0,105.0,20,"42.34935037188186, -71.08968697530085"
1596,90.0,100%,1,1.0,1.0,1.0,200.0,4,"42.350843566287665, -71.08636651812893"
1597,100.0,91%,1,1.0,2.0,2.0,350.0,25,"42.34886985619918, -71.08460420772631"
1598,91.0,94%,11,1.0,1.0,1.0,185.0,1,"42.34547013412014, -71.07881220331836"
1599,100.0,0%,1,2.5,3.0,2.0,550.0,15,"42.35037049424831, -71.07034497025259"
1600,100.0,100%,2,1.0,0.0,1.0,145.0,46,"42.354912066526374, -71.07642598084301"
1601,100.0,0%,1,1.0,2.0,1.0,250.0,10,"42.34951621234427, -71.07101194500629"
1602,100.0,100%,5,2.0,1.0,1.0,89.0,0,"42.34932720297116, -71.0905884894385"
1603,100.0,91%,52,1.0,0.0,1.0,148.0,3,"42.35069865782065, -71.08233054560111"
1605,100.0,100%,2,1.0,2.0,2.0,150.0,0,"42.350058159411496, -71.13925009140947"
1607,100.0,100%,1,1.0,1.0,2.0,125.0,2,"42.34178815651148, -71.1386883589234"
1608,96.0,100%,28,1.0,1.0,1.0,69.0,1,"42.38312446249618, -71.08010415265018"
1611,99.0,93%,24,0.0,1.0,1.0,225.0,0,"42.36068611544194, -71.14150842924265"
1612,100.0,100%,2,1.0,1.0,1.0,85.0,1,"42.35349154423057, -71.16255660516158"
1613,100.0,81%,1,1.0,1.0,1.0,85.0,7,"42.35126875950941, -71.14888344909197"
1615,61.0,100%,2,2.0,1.0,1.0,45.0,10,"42.272605834880025, -71.1466903299697"
1616,100.0,95%,3,1.0,1.0,1.0,60.0,19,"42.27753724788013, -71.14347839569454"
